54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
0;None
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
54997;26
0;None
54997;26
54997;26
54997;26
54997;26
54997;26
54700;23
54700;23
54700;23
54700;23
261;5
54700;23
54700;23
54700;23
54700;23
54700;23
131;11
54700;23
54700;23
54700;23
42;15
54700;23
237;17
54700;23
54700;23
54700;23
458;21
54700;23
168;23
37;24
0;None
92;26
423;27
54700;23
54700;23
54700;23
54700;23
54700;23
54700;23
54700;23
261;5
54700;23
54700;23
54700;23
54700;23
54700;23
131;11
54700;23
54700;23
54700;23
42;15
54700;23
237;17
54700;23
54700;23
54700;23
458;21
54700;23
168;23
37;24
0;None
92;26
423;27
54700;23
54700;23
54700;23
258;24
219;5
520;23
305;5
135;5
260;11
445;11
733;17
263;27
220;24
76;24
60;15
145;26
355;23
42;15
216;26
487;17
741;17
767;23
398;27
378;5
368;26
120;24
19;24
0;None
92;26
125;27
282;27
450;24
222;5
258;24
219;5
520;23
305;5
135;5
260;11
445;11
733;17
263;27
220;24
76;24
60;15
145;26
355;23
42;15
216;26
487;17
741;17
767;23
398;27
378;5
368;26
120;24
19;24
0;None
92;26
125;27
282;27
450;24
222;5
309;24
182;24
324;5
276;24
135;5
119;24
304;24
326;24
466;27
220;24
76;24
285;11
296;24
189;24
97;24
367;24
281;5
371;11
354;11
386;27
268;21
399;11
120;24
19;24
0;None
147;24
180;24
518;27
320;24
222;5
309;24
182;24
324;5
276;24
135;5
119;24
304;24
326;24
466;27
220;24
76;24
285;11
296;24
189;24
97;24
367;24
281;5
371;11
354;11
386;27
268;21
399;11
120;24
19;24
0;None
147;24
180;24
518;27
320;24
222;5
266;24
188;11
463;11
256;24
135;5
301;11
303;11
372;11
462;27
431;24
69;11
387;27
458;24
575;11
347;5
233;11
281;5
286;11
514;24
544;15
298;5
386;5
380;11
230;24
0;None
367;11
328;27
351;27
602;27
222;5
266;24
188;11
463;11
256;24
135;5
301;11
303;11
372;11
462;27
431;24
69;11
387;27
458;24
575;11
347;5
233;11
281;5
286;11
514;24
544;15
298;5
386;5
380;11
230;24
0;None
367;11
328;27
351;27
602;27
222;5
234;5
188;11
134;23
317;23
76;5
180;5
182;5
83;23
242;27
213;23
69;11
289;23
208;27
135;23
304;5
191;11
195;17
244;11
274;23
223;23
153;5
190;27
2;23
230;24
0;None
246;5
108;27
276;11
516;5
163;5
234;5
188;11
134;23
317;23
76;5
180;5
182;5
83;23
242;27
213;23
69;11
289;23
208;27
135;23
304;5
191;11
195;17
244;11
274;23
223;23
153;5
190;27
2;23
230;24
0;None
246;5
108;27
276;11
516;5
163;5
196;23
218;11
134;23
155;23
124;5
368;23
197;23
83;23
133;5
280;5
99;11
209;23
219;23
135;23
191;23
344;27
137;23
141;23
61;23
294;23
350;27
178;23
2;23
280;23
0;None
304;23
108;27
173;23
424;23
211;5
196;23
218;11
134;23
155;23
124;5
368;23
197;23
83;23
133;5
280;5
99;11
209;23
219;23
135;23
191;23
344;27
137;23
141;23
61;23
294;23
350;27
178;23
2;23
280;23
0;None
304;23
108;27
173;23
424;23
211;5
90;23
185;11
105;23
157;23
124;5
142;23
104;23
10;23
133;5
156;5
88;11
183;23
198;23
246;27
165;23
280;23
198;17
68;23
63;23
86;23
241;23
180;23
4;23
54;23
0;None
149;23
108;27
131;23
391;11
106;23
90;23
185;11
105;23
157;23
124;5
142;23
104;23
10;23
133;5
156;5
88;11
183;23
198;23
246;27
165;23
280;23
198;17
68;23
63;23
86;23
241;23
180;23
4;23
54;23
0;None
149;23
108;27
131;23
391;11
106;23
153;5
165;5
169;23
254;23
124;5
288;26
206;11
107;23
133;5
156;5
88;11
292;11
285;23
369;15
31;15
128;15
321;5
165;23
206;15
229;15
338;5
199;15
101;23
151;23
0;None
237;26
108;27
352;15
528;5
199;15
153;5
165;5
169;23
254;23
124;5
288;26
206;11
107;23
133;5
156;5
88;11
292;11
285;23
369;15
31;15
128;15
321;5
165;23
206;15
229;15
338;5
199;15
101;23
151;23
0;None
237;26
108;27
352;15
528;5
199;15
391;11
185;11
177;23
333;23
124;5
276;11
206;11
115;23
367;11
375;11
88;11
354;11
394;11
465;23
300;15
273;11
140;17
330;11
402;17
408;27
321;21
425;11
109;23
448;23
0;None
270;11
108;27
312;11
490;17
373;11
391;11
185;11
177;23
333;23
124;5
276;11
206;11
115;23
367;11
375;11
88;11
354;11
394;11
465;23
300;15
273;11
140;17
330;11
402;17
408;27
321;21
425;11
109;23
448;23
0;None
270;11
108;27
312;11
490;17
373;11
434;15
185;11
339;11
309;17
124;5
276;11
352;5
277;11
255;11
278;11
88;11
500;5
303;11
406;11
199;5
356;17
179;17
244;17
356;11
379;11
134;5
325;11
301;5
371;24
0;None
344;26
129;27
385;17
529;17
468;15
434;15
185;11
339;11
309;17
124;5
276;11
352;5
277;11
255;11
278;11
88;11
500;5
303;11
406;11
199;5
356;17
179;17
244;17
356;11
379;11
134;5
325;11
301;5
371;24
0;None
344;26
129;27
385;17
529;17
468;15
271;24
234;24
290;11
366;5
293;5
232;11
257;11
228;17
304;24
348;11
137;24
41;24
420;17
462;23
204;24
404;24
179;17
244;17
251;11
184;24
321;21
320;24
150;23
16;24
0;None
314;11
129;27
295;24
237;24
263;23
271;24
234;24
290;11
366;5
293;5
232;11
257;11
228;17
304;24
348;11
137;24
41;24
420;17
462;23
204;24
404;24
179;17
244;17
251;11
184;24
321;21
320;24
150;23
16;24
0;None
314;11
129;27
295;24
237;24
263;23
156;24
188;24
234;24
70;24
241;24
114;24
201;24
115;24
132;24
292;24
137;24
41;24
204;24
259;24
79;15
292;24
179;17
130;24
133;24
272;17
251;24
379;23
150;23
16;24
0;None
258;24
97;27
295;24
466;27
190;24
156;24
188;24
234;24
70;24
241;24
114;24
201;24
115;24
132;24
292;24
137;24
41;24
204;24
259;24
79;15
292;24
179;17
130;24
133;24
272;17
251;24
379;23
150;23
16;24
0;None
258;24
97;27
295;24
466;27
190;24
328;17
225;24
240;24
70;24
159;24
114;24
201;24
115;24
132;24
155;24
137;24
41;24
52;24
101;24
79;15
125;15
190;17
156;24
281;27
159;15
207;27
202;24
144;24
16;24
0;None
133;26
97;27
123;27
267;27
232;27
328;17
225;24
240;24
70;24
159;24
114;24
201;24
115;24
132;24
155;24
137;24
41;24
52;24
101;24
79;15
125;15
190;17
156;24
281;27
159;15
207;27
202;24
144;24
16;24
0;None
133;26
97;27
123;27
267;27
232;27
137;24
203;15
147;24
70;24
159;24
116;24
162;24
153;24
237;15
262;24
137;24
41;24
52;24
154;24
79;15
125;15
171;15
169;24
231;24
233;26
262;26
175;24
144;24
16;24
0;None
133;26
97;27
183;24
117;24
171;24
137;24
203;15
147;24
70;24
159;24
116;24
162;24
153;24
237;15
262;24
137;24
41;24
52;24
154;24
79;15
125;15
171;15
169;24
231;24
233;26
262;26
175;24
144;24
16;24
0;None
133;26
97;27
183;24
117;24
171;24
305;24
473;17
453;17
340;24
354;5
146;24
594;24
385;17
535;24
449;26
84;24
299;24
534;17
412;24
89;24
440;24
190;17
229;17
536;24
315;24
310;21
356;24
389;24
16;24
0;None
359;26
391;27
598;24
357;24
369;24
305;24
473;17
453;17
340;24
354;5
146;24
594;24
385;17
535;24
449;26
84;24
299;24
534;17
412;24
89;24
440;24
190;17
229;17
536;24
315;24
310;21
356;24
389;24
16;24
0;None
359;26
391;27
598;24
357;24
369;24
233;24
500;24
404;24
369;5
339;5
291;24
252;24
332;24
452;5
248;24
229;24
49;24
497;24
355;21
491;15
313;21
232;17
279;17
467;24
243;24
272;24
284;24
46;24
16;24
0;None
160;24
404;27
508;24
42;24
435;24
233;24
500;24
404;24
369;5
339;5
291;24
252;24
332;24
452;5
248;24
229;24
49;24
497;24
355;21
491;15
313;21
232;17
279;17
467;24
243;24
272;24
284;24
46;24
16;24
0;None
160;24
404;27
508;24
42;24
435;24
373;15
420;5
515;5
342;17
339;5
503;5
430;24
538;5
452;5
428;21
432;11
378;24
574;21
320;21
316;15
313;21
232;17
279;17
484;17
353;21
310;21
520;27
484;23
289;24
0;None
433;24
404;27
384;17
625;21
640;17
373;15
420;5
515;5
342;17
339;5
503;5
430;24
538;5
452;5
428;21
432;11
378;24
574;21
320;21
316;15
313;21
232;17
279;17
484;17
353;21
310;21
520;27
484;23
289;24
0;None
433;24
404;27
384;17
625;21
640;17
312;26
425;15
387;26
336;17
339;5
342;26
532;27
285;26
406;26
215;26
432;11
368;26
484;26
427;15
316;15
253;26
226;17
273;17
395;26
293;26
297;26
210;26
365;5
350;24
0;None
56;26
105;27
378;17
570;26
297;27
312;26
425;15
387;26
336;17
339;5
342;26
532;27
285;26
406;26
215;26
432;11
368;26
484;26
427;15
316;15
253;26
226;17
273;17
395;26
293;26
297;26
210;26
365;5
350;24
0;None
56;26
105;27
378;17
570;26
297;27
282;24
551;23
329;23
193;17
339;5
286;17
342;17
270;23
367;17
399;24
313;23
189;24
289;17
209;17
300;17
127;24
83;17
194;17
374;24
263;24
310;21
359;24
128;23
64;24
0;None
247;24
243;24
235;17
480;24
307;23
282;24
551;23
329;23
193;17
339;5
286;17
342;17
270;23
367;17
399;24
313;23
189;24
289;17
209;17
300;17
127;24
83;17
194;17
374;24
263;24
310;21
359;24
128;23
64;24
0;None
247;24
243;24
235;17
480;24
307;23
