54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
0;None
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
0;None
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54997;14
54935;25
158;2
54935;25
54935;25
54935;25
54935;25
54935;25
54935;25
54935;25
54935;25
54935;25
54935;25
0;None
331;14
54935;25
54935;25
54935;25
54935;25
54935;25
294;20
54935;25
54935;25
54935;25
54935;25
290;25
54935;25
54935;25
239;28
54935;25
54935;25
54935;25
158;2
54935;25
54935;25
54935;25
54935;25
54935;25
54935;25
54935;25
54935;25
54935;25
54935;25
0;None
331;14
54935;25
54935;25
54935;25
54935;25
54935;25
294;20
54935;25
54935;25
54935;25
54935;25
290;25
54935;25
54935;25
239;28
54935;25
54935;25
413;20
158;2
263;2
54966;20
480;25
686;20
312;20
54966;20
640;28
632;14
562;25
232;2
0;None
207;14
257;28
497;2
515;28
513;20
54966;20
294;20
504;20
388;20
434;20
364;25
345;25
404;2
284;14
239;28
639;28
305;2
413;20
158;2
263;2
54966;20
480;25
686;20
312;20
54966;20
640;28
632;14
562;25
232;2
0;None
207;14
257;28
497;2
515;28
513;20
54966;20
294;20
504;20
388;20
434;20
364;25
345;25
404;2
284;14
239;28
639;28
305;2
413;20
58;2
333;2
511;2
480;25
436;28
259;14
328;14
324;14
505;2
381;2
132;2
0;None
156;14
257;28
103;2
260;14
156;2
201;2
294;20
277;14
388;20
434;20
364;25
233;14
304;2
186;14
239;28
490;28
205;2
413;20
58;2
333;2
511;2
480;25
436;28
259;14
328;14
324;14
505;2
381;2
132;2
0;None
156;14
257;28
103;2
260;14
156;2
201;2
294;20
277;14
388;20
434;20
364;25
233;14
304;2
186;14
239;28
490;28
205;2
195;2
58;2
333;2
453;2
355;2
300;2
152;2
256;2
271;14
181;14
257;2
165;2
0;None
103;14
222;2
61;2
176;2
114;2
303;2
134;2
213;2
228;2
274;2
249;2
220;2
304;2
133;14
146;2
713;20
137;2
195;2
58;2
333;2
453;2
355;2
300;2
152;2
256;2
271;14
181;14
257;2
165;2
0;None
103;14
222;2
61;2
176;2
114;2
303;2
134;2
213;2
228;2
274;2
249;2
220;2
304;2
133;14
146;2
713;20
137;2
164;14
458;2
341;14
465;20
414;20
350;20
312;20
563;20
451;20
585;14
414;25
391;20
0;None
103;14
373;20
488;20
105;14
462;20
395;20
262;14
584;25
388;20
357;20
439;20
345;25
376;20
406;14
429;14
680;14
180;14
164;14
458;2
341;14
465;20
414;20
350;20
312;20
563;20
451;20
585;14
414;25
391;20
0;None
103;14
373;20
488;20
105;14
462;20
395;20
262;14
584;25
388;20
357;20
439;20
345;25
376;20
406;14
429;14
680;14
180;14
411;14
257;2
489;20
636;14
503;20
439;20
278;2
448;14
442;14
514;2
460;14
257;14
0;None
103;14
239;14
466;2
202;14
431;14
386;14
285;14
503;14
379;14
357;20
403;14
409;14
342;2
406;14
498;28
635;20
427;14
411;14
257;2
489;20
636;14
503;20
439;20
278;2
448;14
442;14
514;2
460;14
257;14
0;None
103;14
239;14
466;2
202;14
431;14
386;14
285;14
503;14
379;14
357;20
403;14
409;14
342;2
406;14
498;28
635;20
427;14
599;28
257;2
530;14
612;14
485;14
506;2
278;2
448;14
484;28
507;28
465;28
364;2
0;None
103;14
529;2
435;2
202;14
431;14
523;25
450;2
671;20
544;2
464;25
595;2
409;14
342;2
406;14
402;28
546;28
445;2
599;28
257;2
530;14
612;14
485;14
506;2
278;2
448;14
484;28
507;28
465;28
364;2
0;None
103;14
529;2
435;2
202;14
431;14
523;25
450;2
671;20
544;2
464;25
595;2
409;14
342;2
406;14
402;28
546;28
445;2
440;14
459;14
383;14
612;14
514;14
572;28
480;14
301;14
484;28
507;28
465;28
458;14
0;None
103;14
440;14
555;14
202;14
447;14
450;14
456;20
550;14
557;20
392;14
529;14
390;14
544;14
399;14
402;28
546;28
456;14
440;14
459;14
383;14
612;14
514;14
572;28
480;14
301;14
484;28
507;28
465;28
458;14
0;None
103;14
440;14
555;14
202;14
447;14
450;14
456;20
550;14
557;20
392;14
529;14
390;14
544;14
399;14
402;28
546;28
456;14
197;28
435;25
268;28
509;28
189;28
213;28
476;25
347;28
173;28
196;28
358;25
562;25
0;None
152;14
199;28
296;28
218;28
391;28
238;28
261;28
293;28
231;28
379;25
379;28
253;28
593;14
250;28
91;28
235;28
231;28
197;28
435;25
268;28
509;28
189;28
213;28
476;25
347;28
173;28
196;28
358;25
562;25
0;None
152;14
199;28
296;28
218;28
391;28
238;28
261;28
293;28
231;28
379;25
379;28
253;28
593;14
250;28
91;28
235;28
231;28
186;28
256;25
257;28
234;20
195;25
197;20
277;25
195;28
173;28
196;28
159;25
311;20
0;None
327;20
72;20
337;28
250;25
253;28
274;28
52;20
222;20
243;28
189;28
226;20
71;25
334;28
179;20
91;28
235;28
220;28
186;28
256;25
257;28
234;20
195;25
197;20
277;25
195;28
173;28
196;28
159;25
311;20
0;None
327;20
72;20
337;28
250;25
253;28
274;28
52;20
222;20
243;28
189;28
226;20
71;25
334;28
179;20
91;28
235;28
220;28
505;25
361;25
491;2
380;25
364;25
452;25
592;25
453;25
431;25
454;25
264;25
619;20
0;None
330;14
380;20
427;25
250;25
315;25
522;2
360;20
374;25
501;25
541;25
87;25
71;25
492;25
200;25
416;28
560;28
528;2
505;25
361;25
491;2
380;25
364;25
452;25
592;25
453;25
431;25
454;25
264;25
619;20
0;None
330;14
380;20
427;25
250;25
315;25
522;2
360;20
374;25
501;25
541;25
87;25
71;25
492;25
200;25
416;28
560;28
528;2
356;28
142;2
366;28
566;28
459;2
371;2
218;2
372;2
430;20
354;2
437;25
278;2
0;None
487;14
222;28
289;2
434;28
428;20
326;20
202;28
252;20
333;28
413;28
316;25
296;20
212;2
271;20
131;28
275;28
277;20
356;28
142;2
366;28
566;28
459;2
