54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
0;None
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
0;None
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54997;9
54885;4
439;2
275;3
79;4
54885;4
54885;4
54885;4
0;None
141;9
189;10
54885;4
335;12
54885;4
441;14
54885;4
54885;4
54885;4
414;18
54885;4
54885;4
54885;4
381;22
54885;4
54885;4
54885;4
54885;4
54885;4
54885;4
54885;4
54885;4
54885;4
439;2
275;3
79;4
54885;4
54885;4
54885;4
0;None
141;9
189;10
54885;4
335;12
54885;4
441;14
54885;4
54885;4
54885;4
414;18
54885;4
54885;4
54885;4
381;22
54885;4
54885;4
54885;4
54885;4
54885;4
54885;4
54885;4
54885;4
484;9
250;2
275;3
79;4
271;9
292;4
607;2
0;None
141;9
189;10
571;10
324;2
672;12
160;14
261;10
571;22
579;14
414;18
388;22
620;12
54925;3
381;22
393;3
54925;3
458;10
214;4
237;14
446;18
54925;3
397;2
484;9
250;2
275;3
79;4
271;9
292;4
607;2
0;None
141;9
189;10
571;10
324;2
672;12
160;14
261;10
571;22
579;14
414;18
388;22
620;12
54925;3
381;22
393;3
54925;3
458;10
214;4
237;14
446;18
54925;3
397;2
495;18
97;2
275;3
234;4
418;9
447;4
263;14
0;None
288;9
189;10
420;2
171;2
396;2
160;14
261;10
142;2
244;10
195;2
240;2
456;2
261;10
265;10
490;2
477;10
237;14
327;14
190;14
347;14
666;4
244;2
495;18
97;2
275;3
234;4
418;9
447;4
263;14
0;None
288;9
189;10
420;2
171;2
396;2
160;14
261;10
142;2
244;10
195;2
240;2
456;2
261;10
265;10
490;2
477;10
237;14
327;14
190;14
347;14
666;4
244;2
454;18
458;2
275;3
234;4
395;4
447;4
429;18
0;None
288;9
384;10
586;4
335;12
399;22
496;14
481;18
461;2
529;18
373;18
388;22
456;4
613;2
381;22
351;4
528;4
509;4
383;4
398;4
487;22
783;4
470;18
454;18
458;2
275;3
234;4
395;4
447;4
429;18
0;None
288;9
384;10
586;4
335;12
399;22
496;14
481;18
461;2
529;18
373;18
388;22
456;4
613;2
381;22
351;4
528;4
509;4
383;4
398;4
487;22
783;4
470;18
139;18
335;18
82;3
234;4
373;18
318;18
114;18
0;None
232;3
311;9
275;18
157;3
277;18
389;4
139;3
302;18
214;18
58;18
225;3
305;18
231;18
319;18
445;18
228;3
209;3
178;18
98;3
121;3
372;3
155;18
139;18
335;18
82;3
234;4
373;18
318;18
114;18
0;None
232;3
311;9
275;18
157;3
277;18
389;4
139;3
302;18
214;18
58;18
225;3
305;18
231;18
319;18
445;18
228;3
209;3
178;18
98;3
121;3
372;3
155;18
335;3
335;18
82;3
260;4
236;3
302;18
114;18
0;None
117;18
311;9
492;3
335;12
198;3
380;18
396;3
302;18
392;18
58;18
61;18
84;18
409;18
178;18
199;18
331;3
101;3
178;18
98;3
366;3
503;18
323;3
335;3
335;18
82;3
260;4
236;3
302;18
114;18
0;None
117;18
311;9
492;3
335;12
198;3
380;18
396;3
302;18
392;18
58;18
61;18
84;18
409;18
178;18
199;18
331;3
101;3
178;18
98;3
366;3
503;18
323;3
382;9
288;18
62;3
255;18
204;18
140;18
102;18
0;None
306;18
329;18
286;18
181;18
196;18
403;18
163;18
278;18
350;18
58;18
61;18
84;18
409;18
178;18
147;18
229;18
265;18
166;18
410;18
284;18
476;18
291;18
382;9
288;18
62;3
255;18
204;18
140;18
102;18
0;None
306;18
329;18
286;18
181;18
196;18
403;18
163;18
278;18
350;18
58;18
61;18
84;18
409;18
178;18
147;18
229;18
265;18
166;18
410;18
284;18
476;18
291;18
386;9
295;2
62;3
304;3
362;10
298;10
316;2
0;None
362;9
281;10
472;18
167;12
369;10
385;12
339;18
329;12
474;10
234;18
237;18
260;18
475;18
305;22
323;18
405;18
442;9
380;2
422;10
409;18
553;18
420;9
386;9
295;2
62;3
304;3
362;10
298;10
316;2
0;None
362;9
281;10
472;18
167;12
369;10
385;12
339;18
329;12
474;10
234;18
237;18
260;18
475;18
305;22
323;18
405;18
442;9
380;2
422;10
409;18
553;18
420;9
432;12
211;2
62;3
239;4
252;9
57;9
464;12
0;None
17;9
40;9
353;9
167;12
128;9
231;9
180;9
127;18
396;12
15;18
215;12
236;12
451;12
87;9
299;12
381;12
