54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
0;None
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
0;None
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
54997;18
297;1
54763;8
54763;8
360;4
54763;8
54763;8
54763;8
5;8
54763;8
54763;8
54763;8
54763;8
54763;8
54763;8
54763;8
54763;8
0;None
254;18
54763;8
54763;8
392;21
54763;8
54763;8
54763;8
54763;8
54763;8
54763;8
279;28
54763;8
54763;8
297;1
54763;8
54763;8
360;4
54763;8
54763;8
54763;8
5;8
54763;8
54763;8
54763;8
54763;8
54763;8
54763;8
54763;8
54763;8
0;None
254;18
54763;8
54763;8
392;21
54763;8
54763;8
54763;8
54763;8
54763;8
54763;8
279;28
54763;8
54763;8
297;1
496;8
521;8
325;8
556;4
333;21
466;21
246;8
387;8
435;8
768;28
581;8
55117;1
337;21
309;21
397;21
0;None
254;18
586;18
395;1
17;21
504;21
820;4
55117;1
472;1
495;4
553;1
286;18
715;28
128;21
297;1
496;8
521;8
325;8
556;4
333;21
466;21
246;8
387;8
435;8
768;28
581;8
55117;1
337;21
309;21
397;21
0;None
254;18
586;18
395;1
17;21
504;21
820;4
55117;1
472;1
495;4
553;1
286;18
715;28
128;21
289;1
343;8
466;1
360;4
397;21
333;21
310;18
246;8
534;8
435;8
481;1
327;21
562;4
337;21
309;21
397;21
0;None
254;18
356;18
387;1
17;21
386;21
527;1
483;1
464;1
374;18
483;8
315;28
552;21
305;1
289;1
343;8
466;1
360;4
397;21
333;21
310;18
246;8
534;8
435;8
481;1
327;21
562;4
337;21
309;21
397;21
0;None
254;18
356;18
387;1
17;21
386;21
527;1
483;1
464;1
374;18
483;8
315;28
552;21
305;1
59;1
362;1
236;1
284;1
293;1
238;1
285;18
246;8
347;1
302;1
195;1
231;28
568;28
525;21
200;1
407;1
0;None
229;18
300;28
384;1
151;1
239;1
524;1
177;1
158;1
349;18
266;1
195;28
446;28
75;1
59;1
362;1
236;1
284;1
293;1
238;1
285;18
246;8
347;1
302;1
195;1
231;28
568;28
525;21
200;1
407;1
0;None
229;18
300;28
384;1
151;1
239;1
524;1
177;1
158;1
349;18
266;1
195;28
446;28
75;1
310;18
506;18
328;8
410;4
544;18
489;18
285;18
246;8
534;8
549;21
446;18
355;18
448;18
565;4
337;18
384;21
0;None
229;18
487;21
476;18
348;21
480;21
597;8
428;18
409;18
349;18
517;18
341;28
618;28
326;18
310;18
506;18
328;8
410;4
544;18
489;18
285;18
246;8
534;8
549;21
446;18
355;18
448;18
565;4
337;18
384;21
0;None
229;18
487;21
476;18
348;21
480;21
597;8
428;18
409;18
349;18
517;18
341;28
618;28
326;18
385;8
495;1
328;8
410;4
418;18
473;18
285;18
246;8
288;18
371;28
521;8
403;8
448;18
551;18
385;8
473;18
0;None
229;18
232;18
255;18
348;21
349;18
370;18
474;8
433;4
349;18
344;8
266;28
543;28
401;8
385;8
495;1
328;8
410;4
418;18
473;18
285;18
246;8
288;18
371;28
521;8
403;8
448;18
551;18
385;8
473;18
0;None
229;18
232;18
255;18
348;21
349;18
370;18
474;8
433;4
349;18
344;8
266;28
543;28
401;8
258;1
434;8
161;8
410;4
315;8
327;18
213;8
99;8
216;8
361;1
329;28
367;8
277;8
479;8
350;18
349;21
0;None
157;8
160;8
183;8
348;21
277;8
298;8
410;8
180;8
277;8
177;8
266;28
410;28
292;1
258;1
434;8
161;8
410;4
315;8
327;18
213;8
99;8
216;8
361;1
329;28
367;8
277;8
479;8
350;18
349;21
0;None
157;8
160;8
183;8
348;21
277;8
298;8
410;8
180;8
277;8
177;8
266;28
410;28
292;1
258;1
320;28
290;18
380;4
304;18
240;18
387;28
293;18
288;28
311;28
269;28
192;18
311;18
291;18
174;18
346;18
0;None
69;18
72;18
95;18
310;18
286;18
158;18
240;18
336;1
451;28
321;18
206;28
350;28
292;1
258;1
320;28
290;18
380;4
304;18
240;18
387;28
293;18
288;28
311;28
269;28
192;18
311;18
291;18
174;18
346;18
0;None
69;18
72;18
95;18
310;18
286;18
158;18
240;18
336;1
451;28
321;18
206;28
350;28
292;1
258;1
503;1
268;1
319;4
304;28
328;28
510;1
396;1
288;28
311;28
399;1
522;1
450;28
448;1
314;28
371;18
0;None
259;18
353;28
376;28
348;21
346;28
315;1
469;1
311;1
520;4
333;1
206;28
350;28
292;1
258;1
503;1
268;1
319;4
304;28
328;28
510;1
396;1
288;28
311;28
399;1
522;1
450;28
448;1
314;28
371;18
0;None
259;18
353;28
376;28
348;21
346;28
315;1
469;1
311;1
520;4
333;1
206;28
350;28
292;1
258;1
385;8
268;1
130;4
240;18
264;18
424;28
275;8
224;18
247;18
358;4
442;8
241;18
433;21
234;28
347;18
0;None
65;18
162;18
214;28
143;21
296;1
276;4
338;21
311;1
449;28
333;1
142;18
286;18
292;1
258;1
385;8
268;1
130;4
240;18
264;18
424;28
275;8
224;18
247;18
358;4
442;8
241;18
433;21
234;28
347;18
0;None
65;18
162;18
214;28
143;21
296;1
276;4
338;21
311;1
449;28
333;1
142;18
286;18
292;1
258;1
159;8
200;8
245;8
255;18
280;8
393;21
49;8
66;8
263;8
275;21
187;8
241;18
393;18
234;28
374;8
0;None
65;18
162;18
214;28
143;21
262;21
296;21
346;21
187;21
229;8
253;8
169;8
313;8
168;21
258;1
159;8
200;8
245;8
255;18
280;8
393;21
49;8
66;8
263;8
275;21
187;8
241;18
393;18
234;28
374;8
0;None
65;18
162;18
214;28
143;21
262;21
296;21
346;21
187;21
229;8
253;8
169;8
313;8
168;21
258;1
240;8
246;8
87;8
255;8
131;8
508;28
49;8
228;8
402;8
399;1
187;8
220;18
99;8
176;28
387;8
0;None
65;8
162;8
156;28
326;28
287;28
367;28
428;28
311;1
310;8
283;28
85;28
229;28
292;1
258;1
240;8
246;8
87;8
255;8
131;8
508;28
49;8
228;8
402;8
399;1
187;8
220;18
99;8
176;28
387;8
0;None
65;8
162;8
156;28
326;28
287;28
367;28
428;28
311;1
310;8
283;28
85;28
229;28
292;1
138;1
185;1
165;1
259;1
348;1
324;1
368;1
164;8
394;1
344;1
376;1
280;1
313;8
420;1
168;1
436;1
0;None
180;8
238;1
148;1
164;1
300;21
405;8
272;1
256;1
255;1
183;1
381;1
368;21
237;1
138;1
185;1
165;1
259;1
348;1
324;1
368;1
164;8
394;1
344;1
376;1
280;1
313;8
420;1
168;1
436;1
0;None
180;8
238;1
148;1
164;1
300;21
405;8
272;1
256;1
255;1
183;1
381;1
368;21
237;1
138;1
283;18
263;18
350;8
439;8
367;21
193;21
195;8
422;8
289;8
309;1
280;1
344;8
389;21
266;18
297;18
0;None
39;18
366;18
148;1
169;21
189;1
388;21
255;1
221;1
265;21
281;18
428;18
190;1
202;1
138;1
283;18
263;18
350;8
439;8
367;21
193;21
195;8
422;8
289;8
309;1
280;1
344;8
389;21
266;18
297;18
0;None
39;18
366;18
148;1
169;21
189;1
388;21
255;1
221;1
265;21
281;18
428;18
190;1
202;1
294;18
300;8
297;8
384;8
473;8
376;18
583;18
195;8
446;8
307;8
465;18
278;8
526;8
437;8
355;8
401;8
0;None
39;18
244;18
304;18
333;18
345;18
368;8
411;18
377;18
370;8
361;8
387;8
346;18
358;18
294;18
300;8
297;8
384;8
473;8
376;18
583;18
195;8
446;8
307;8
465;18
278;8
526;8
437;8
355;8
401;8
0;None
39;18
244;18
304;18
333;18
345;18
368;8
411;18
377;18
370;8
361;8
387;8
346;18
358;18
302;18
402;1
451;1
265;4
524;4
319;18
420;4
388;18
317;18
401;4
571;28
471;18
486;28
293;4
435;18
446;21
0;None
47;18
252;18
278;18
298;28
563;18
532;4
428;18
412;18
472;1
456;1
151;28
551;28
563;4
302;18
402;1
451;1
265;4
524;4
319;18
420;4
388;18
317;18
401;4
571;28
471;18
486;28
293;4
435;18
446;21
0;None
47;18
252;18
278;18
298;28
563;18
532;4
428;18
412;18
472;1
456;1
151;28
551;28
563;4
287;18
338;4
335;4
110;4
369;4
192;4
333;4
233;4
284;28
349;21
519;28
316;4
295;4
241;21
393;4
234;21
0;None
47;18
459;1
274;21
231;21
378;4
377;4
451;28
435;28
273;4
288;4
152;28
474;28
559;4
287;18
338;4
335;4
110;4
369;4
192;4
333;4
233;4
284;28
349;21
519;28
316;4
295;4
241;21
393;4
234;21
0;None
47;18
459;1
274;21
231;21
378;4
377;4
451;28
435;28
273;4
288;4
152;28
474;28
559;4
340;1
435;18
346;4
110;4
583;28
203;4
259;4
